19940101;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940102;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940103;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940104;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940105;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940106;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940107;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940108;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940109;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940110;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940111;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940112;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940113;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940114;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940115;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
19940116;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
